Dataset,Model,Rating_RMSE,Rating_MAE,Ranking_Precision@K,Ranking_Recall@K,Ranking_F1@K,Ranking_NDCG@K,Ranking_Hit_Rate@K
MovieLens,error,,,,,,,
GoodBooks,User-Based CF,0.9961316901841643,0.7876851306817709,0.0016853932584269661,0.002995511562927293,0.0021571107238352438,0.002384854744590517,0.016853932584269662
GoodBooks,SVD,0.9967024385737396,0.806391009240405,0.0447565543071161,0.07931380202551977,0.05722257262068129,0.08163557289872071,0.3352059925093633
GoodBooks,Neural CF,1.039318379263133,0.807345039189088,0.011048689138576779,0.020321131760586312,0.014314513843639291,0.016254997905576683,0.09737827715355805
Amazon,Item-Based CF,1.4613963155447742,1.177515271915256,0.0,0.0,0.0,0.0,0.0
Amazon,NMF,2.9068656786784333,2.613456464379947,0.0006829268292682927,0.004715447154471545,0.00119306494269762,0.0022244096605853114,0.006829268292682927
Amazon,Neural CF,1.540651380677064,1.2329739723272668,0.0007804878048780488,0.006829268292682927,0.0014008755472170108,0.0026797730346434915,0.007804878048780488
